Typical Measured Spectrum of Semrock FF01-698/70 Optical Filter	
437.0	1.0e-07
437.2	1.0e-07
437.4	1.0e-07
437.6	1.0e-07
437.8	1.0e-07
438.0	1.0e-07
438.2	1.0e-07
438.4	1.0e-07
438.6	1.0e-07
438.8	1.0e-07
439.0	1.0e-07
439.2	1.0e-07
439.4	1.0e-07
439.6	1.0e-07
439.8	1.0e-07
440.0	1.0e-07
440.2	1.0e-07
440.4	1.0e-07
440.6	1.0e-07
440.8	1.0e-07
441.0	1.0e-07
441.2	1.0e-07
441.4	1.0e-07
441.6	1.0e-07
441.8	1.0e-07
442.0	1.0e-07
442.2	1.0e-07
442.4	1.0484e-07
442.6	1.1143e-07
442.8	1.1843e-07
443.0	1.2587e-07
443.2	1.3378e-07
443.4	1.4219e-07
443.6	1.5113e-07
443.8	1.6062e-07
444.0	1.7072e-07
444.2	1.8145e-07
444.4	1.9285e-07
444.6	2.0497e-07
444.8	2.1785e-07
445.0	2.3154e-07
445.2	2.4609e-07
445.4	2.6156e-07
445.6	2.78e-07
445.8	2.9547e-07
446.0	3.0573e-07
446.2	2.9528e-07
446.4	2.8519e-07
446.6	2.7544e-07
446.8	2.6602e-07
447.0	2.5693e-07
447.2	2.4815e-07
447.4	2.3966e-07
447.6	2.3147e-07
447.8	2.2356e-07
448.0	2.1592e-07
448.2	2.0853e-07
448.4	2.0141e-07
448.6	1.9452e-07
448.8	1.8787e-07
449.0	1.8145e-07
449.2	1.7525e-07
449.4	1.6926e-07
449.6	1.6347e-07
449.8	1.7709e-07
450.0	1.976e-07
450.2	2.2049e-07
450.4	2.4603e-07
450.6	2.7453e-07
450.8	3.0633e-07
451.0	3.4182e-07
451.2	3.8141e-07
451.4	4.256e-07
451.6	4.749e-07
451.8	5.2991e-07
452.0	5.9129e-07
452.2	6.5978e-07
452.4	7.3621e-07
452.6	8.2149e-07
452.8	9.1666e-07
453.0	1.0228e-06
453.2	1.1413e-06
453.4	1.1759e-06
453.6	1.0265e-06
453.8	8.9609e-07
454.0	7.8225e-07
454.2	6.8287e-07
454.4	5.9612e-07
454.6	5.2039e-07
454.8	4.5428e-07
455.0	3.9657e-07
455.2	3.4619e-07
455.4	3.0221e-07
455.6	2.6382e-07
455.8	2.303e-07
456.0	2.0104e-07
456.2	1.755e-07
456.4	1.5321e-07
456.6	1.3374e-07
456.8	1.1675e-07
457.0	1.0192e-07
457.2	1.0e-07
457.4	1.0e-07
457.6	1.0e-07
457.8	1.0e-07
458.0	1.0e-07
458.2	1.0e-07
458.4	1.0e-07
458.6	1.0e-07
458.8	1.0e-07
459.0	1.0e-07
459.2	1.0e-07
459.4	1.0e-07
459.6	1.0e-07
459.8	1.0e-07
460.0	1.0e-07
460.2	1.0e-07
460.4	1.0e-07
460.6	1.0e-07
460.8	1.0e-07
461.0	1.0e-07
461.2	1.0e-07
461.4	1.0e-07
461.6	1.0e-07
461.8	1.0e-07
462.0	1.0e-07
462.2	1.0e-07
462.4	1.0e-07
462.6	1.0e-07
462.8	1.0e-07
463.0	1.0e-07
463.2	1.0e-07
463.4	1.0e-07
463.6	1.0e-07
463.8	1.0e-07
464.0	1.0e-07
464.2	1.0e-07
464.4	1.0e-07
464.6	1.0e-07
464.8	1.0e-07
465.0	1.0e-07
465.2	1.0e-07
465.4	1.0e-07
465.6	1.0e-07
465.8	1.0e-07
466.0	1.0e-07
466.2	1.0e-07
466.4	1.0e-07
466.6	1.0e-07
466.8	1.0e-07
467.0	1.0e-07
467.2	1.0e-07
467.4	1.0e-07
467.6	1.0e-07
467.8	1.0e-07
468.0	1.0e-07
468.2	1.0e-07
468.4	1.0e-07
468.6	1.0e-07
468.8	1.0e-07
469.0	1.0e-07
469.2	1.0e-07
469.4	1.0e-07
469.6	1.0e-07
469.8	1.0e-07
470.0	1.0e-07
470.2	1.0e-07
470.4	1.0e-07
470.6	1.0e-07
470.8	1.0e-07
471.0	1.0e-07
471.2	1.0e-07
471.4	1.0e-07
471.6	1.0e-07
471.8	1.0e-07
472.0	1.0e-07
472.2	1.0e-07
472.4	1.0e-07
472.6	1.0e-07
472.8	1.0e-07
473.0	1.0e-07
473.2	1.0e-07
473.4	1.0e-07
473.6	1.0e-07
473.8	1.0e-07
474.0	1.0e-07
474.2	1.0e-07
474.4	1.0e-07
474.6	1.0e-07
474.8	1.0e-07
475.0	1.0e-07
475.2	1.0e-07
475.4	1.0e-07
475.6	1.0e-07
475.8	1.0e-07
476.0	1.0e-07
476.2	1.0e-07
476.4	1.0e-07
476.6	1.0e-07
476.8	1.0e-07
477.0	1.0e-07
477.2	1.0e-07
477.4	1.0e-07
477.6	1.0e-07
477.8	1.0e-07
478.0	1.0e-07
478.2	1.0e-07
478.4	1.0e-07
478.6	1.0e-07
478.8	1.0e-07
479.0	1.0e-07
479.2	1.0e-07
479.4	1.0e-07
479.6	1.0e-07
479.8	1.0e-07
480.0	1.0e-07
480.2	1.0e-07
480.4	1.0e-07
480.6	1.0e-07
480.8	1.0e-07
481.0	1.0e-07
481.2	1.0e-07
481.4	1.0e-07
481.6	1.0e-07
481.8	1.0e-07
482.0	1.0e-07
482.2	1.0e-07
482.4	1.0e-07
482.6	1.0e-07
482.8	1.0e-07
483.0	1.0e-07
483.2	1.0e-07
483.4	1.0e-07
483.6	1.0e-07
483.8	1.0e-07
484.0	1.0e-07
484.2	1.0e-07
484.4	1.0e-07
484.6	1.0e-07
484.8	1.0e-07
485.0	1.0e-07
485.2	1.0e-07
485.4	1.0e-07
485.6	1.0e-07
485.8	1.0e-07
486.0	1.0e-07
486.2	1.0e-07
486.4	1.0e-07
486.6	1.0e-07
486.8	1.0e-07
487.0	1.0e-07
487.2	1.0e-07
487.4	1.0e-07
487.6	1.0e-07
487.8	1.0e-07
488.0	1.0e-07
488.2	1.0e-07
488.4	1.0e-07
488.6	1.0e-07
488.8	1.0e-07
489.0	1.0e-07
489.2	1.0e-07
489.4	1.0e-07
489.6	1.0e-07
489.8	1.0e-07
490.0	1.0e-07
490.2	1.0e-07
490.4	1.0e-07
490.6	1.0e-07
490.8	1.0e-07
491.0	1.0e-07
491.2	1.0e-07
491.4	1.0e-07
491.6	1.0e-07
491.8	1.0e-07
492.0	1.0e-07
492.2	1.0e-07
492.4	1.0e-07
492.6	1.0e-07
492.8	1.0e-07
493.0	1.0e-07
493.2	1.0e-07
493.4	1.0e-07
493.6	1.0e-07
493.8	1.0e-07
494.0	1.0e-07
494.2	1.0e-07
494.4	1.0e-07
494.6	1.0e-07
494.8	1.0e-07
495.0	1.0e-07
495.2	1.0e-07
495.4	1.0e-07
495.6	1.0e-07
495.8	1.0e-07
496.0	1.0e-07
496.2	1.0e-07
496.4	1.0e-07
496.6	1.0e-07
496.8	1.0e-07
497.0	1.0e-07
497.2	1.0e-07
497.4	1.0e-07
497.6	1.0e-07
497.8	1.0e-07
498.0	1.0e-07
498.2	1.0e-07
498.4	1.0e-07
498.6	1.0e-07
498.8	1.0e-07
499.0	1.0e-07
499.2	1.0e-07
499.4	1.0e-07
499.6	1.0e-07
499.8	1.0e-07
500.0	1.0e-07
500.2	1.0e-07
500.4	1.0e-07
500.6	1.0e-07
500.8	1.0e-07
501.0	1.0e-07
501.2	1.0e-07
501.4	1.0e-07
501.6	1.0e-07
501.8	1.0e-07
502.0	1.0e-07
502.2	1.0e-07
502.4	1.0e-07
502.6	1.0e-07
502.8	1.0e-07
503.0	1.0e-07
503.2	1.0e-07
503.4	1.0e-07
503.6	1.0e-07
503.8	1.0e-07
504.0	1.0e-07
504.2	1.0e-07
504.4	1.0e-07
504.6	1.0e-07
504.8	1.0e-07
505.0	1.0e-07
505.2	1.0e-07
505.4	1.0e-07
505.6	1.0e-07
505.8	1.0e-07
506.0	1.0e-07
506.2	1.0e-07
506.4	1.0e-07
506.6	1.0e-07
506.8	1.0e-07
507.0	1.0e-07
507.2	1.0e-07
507.4	1.0e-07
507.6	1.0e-07
507.8	1.0e-07
508.0	1.0e-07
508.2	1.0e-07
508.4	1.0e-07
508.6	1.0e-07
508.8	1.0e-07
509.0	1.0e-07
509.2	1.0e-07
509.4	1.0e-07
509.6	1.0e-07
509.8	1.0e-07
510.0	1.0e-07
510.2	1.0e-07
510.4	1.0e-07
510.6	1.0e-07
510.8	1.0e-07
511.0	1.0e-07
511.2	1.0e-07
511.4	1.0e-07
511.6	1.0e-07
511.8	1.0e-07
512.0	1.0e-07
512.2	1.0e-07
512.4	1.0e-07
512.6	1.0e-07
512.8	1.0e-07
513.0	1.0e-07
513.2	1.0e-07
513.4	1.0e-07
513.6	1.0e-07
513.8	1.0e-07
514.0	1.0e-07
514.2	1.0e-07
514.4	1.0e-07
514.6	1.0e-07
514.8	1.0e-07
515.0	1.0e-07
515.2	1.0e-07
515.4	1.0e-07
515.6	1.0e-07
515.8	1.0e-07
516.0	1.0e-07
516.2	1.0e-07
516.4	1.0e-07
516.6	1.0e-07
516.8	1.0e-07
517.0	1.0e-07
517.2	1.0e-07
517.4	1.0e-07
517.6	1.0e-07
517.8	1.0e-07
518.0	1.0e-07
518.2	1.0e-07
518.4	1.0e-07
518.6	1.0e-07
518.8	1.0e-07
519.0	1.0e-07
519.2	1.0e-07
519.4	1.0e-07
519.6	1.0e-07
519.8	1.0e-07
520.0	1.0e-07
520.2	1.0e-07
520.4	1.0e-07
520.6	1.0e-07
520.8	1.0e-07
521.0	1.0e-07
521.2	1.0e-07
521.4	1.0e-07
521.6	1.0e-07
521.8	1.0e-07
522.0	1.0e-07
522.2	1.0e-07
522.4	1.0e-07
522.6	1.0e-07
522.8	1.0e-07
523.0	1.0e-07
523.2	1.0e-07
523.4	1.0e-07
523.6	1.0e-07
523.8	1.0e-07
524.0	1.0e-07
524.2	1.0e-07
524.4	1.0e-07
524.6	1.0e-07
524.8	1.0e-07
525.0	1.0e-07
525.2	1.0e-07
525.4	1.0e-07
525.6	1.0e-07
525.8	1.0e-07
526.0	1.0e-07
526.2	1.0e-07
526.4	1.0e-07
526.6	1.0e-07
526.8	1.0e-07
527.0	1.0e-07
527.2	1.0e-07
527.4	1.0e-07
527.6	1.0e-07
527.8	1.0e-07
528.0	1.0e-07
528.2	1.0e-07
528.4	1.0e-07
528.6	1.0e-07
528.8	1.0e-07
529.0	1.0e-07
529.2	1.0e-07
529.4	1.0e-07
529.6	1.0e-07
529.8	1.0e-07
530.0	1.0e-07
530.2	1.0e-07
530.4	1.0e-07
530.6	1.0e-07
530.8	1.0e-07
531.0	1.0e-07
531.2	1.0e-07
531.4	1.0e-07
531.6	1.0e-07
531.8	1.0e-07
532.0	1.0e-07
532.2	1.0e-07
532.4	1.0e-07
532.6	1.0e-07
532.8	1.0e-07
533.0	1.0e-07
533.2	1.0e-07
533.4	1.0e-07
533.6	1.0e-07
533.8	1.0e-07
534.0	1.0e-07
534.2	1.0e-07
534.4	1.0e-07
534.6	1.0e-07
534.8	1.0e-07
535.0	1.0e-07
535.2	1.0e-07
535.4	1.0e-07
535.6	1.0e-07
535.8	1.0e-07
536.0	1.0e-07
536.2	1.0e-07
536.4	1.0e-07
536.6	1.0e-07
536.8	1.0e-07
537.0	1.0e-07
537.2	1.0e-07
537.4	1.0e-07
537.6	1.0e-07
537.8	1.0e-07
538.0	1.0e-07
538.2	1.0e-07
538.4	1.0e-07
538.6	1.0e-07
538.8	1.0e-07
539.0	1.0e-07
539.2	1.0e-07
539.4	1.0e-07
539.6	1.0e-07
539.8	1.0e-07
540.0	1.0e-07
540.2	1.0e-07
540.4	1.0e-07
540.6	1.0e-07
540.8	1.0e-07
541.0	1.0e-07
541.2	1.0e-07
541.4	1.0e-07
541.6	1.0e-07
541.8	1.0e-07
542.0	1.0e-07
542.2	1.0e-07
542.4	1.0e-07
542.6	1.0e-07
542.8	1.0e-07
543.0	1.0e-07
543.2	1.0e-07
543.4	1.0e-07
543.6	1.0e-07
543.8	1.0e-07
544.0	1.0e-07
544.2	1.0e-07
544.4	1.0e-07
544.6	1.0e-07
544.8	1.0e-07
545.0	1.0e-07
545.2	1.0e-07
545.4	1.0e-07
545.6	1.0e-07
545.8	1.0e-07
546.0	1.0e-07
546.2	1.0e-07
546.4	1.0e-07
546.6	1.0e-07
546.8	1.0e-07
547.0	1.0e-07
547.2	1.0e-07
547.4	1.0e-07
547.6	1.0e-07
547.8	1.0e-07
548.0	1.0e-07
548.2	1.0e-07
548.4	1.0e-07
548.6	1.0e-07
548.8	1.0e-07
549.0	1.0e-07
549.2	1.0e-07
549.4	1.0e-07
549.6	1.0e-07
549.8	1.0e-07
550.0	1.0e-07
550.2	1.0e-07
550.4	1.0e-07
550.6	1.0e-07
550.8	1.0e-07
551.0	1.0e-07
551.2	1.0e-07
551.4	1.0e-07
551.6	1.0e-07
551.8	1.0e-07
552.0	1.0e-07
552.2	1.0e-07
552.4	1.0e-07
552.6	1.0e-07
552.8	1.0e-07
553.0	1.0e-07
553.2	1.0e-07
553.4	1.0e-07
553.6	1.0e-07
553.8	1.0e-07
554.0	1.0e-07
554.2	1.0e-07
554.4	1.0e-07
554.6	1.0e-07
554.8	1.0e-07
555.0	1.0e-07
555.2	1.0e-07
555.4	1.0e-07
555.6	1.0e-07
555.8	1.0e-07
556.0	1.0e-07
556.2	1.0e-07
556.4	1.0e-07
556.6	1.0e-07
556.8	1.0e-07
557.0	1.0e-07
557.2	1.0e-07
557.4	1.0e-07
557.6	1.0e-07
557.8	1.0e-07
558.0	1.0e-07
558.2	1.0e-07
558.4	1.0e-07
558.6	1.0e-07
558.8	1.0e-07
559.0	1.0e-07
559.2	1.0e-07
559.4	1.0e-07
559.6	1.0e-07
559.8	1.0e-07
560.0	1.0e-07
560.2	1.0e-07
560.4	1.0e-07
560.6	1.0e-07
560.8	1.0e-07
561.0	1.0e-07
561.2	1.0e-07
561.4	1.0e-07
561.6	1.0e-07
561.8	1.0e-07
562.0	1.0e-07
562.2	1.0e-07
562.4	1.0e-07
562.6	1.0e-07
562.8	1.0e-07
563.0	1.0e-07
563.2	1.0e-07
563.4	1.0e-07
563.6	1.0e-07
563.8	1.0e-07
564.0	1.0e-07
564.2	1.0e-07
564.4	1.0e-07
564.6	1.0e-07
564.8	1.0e-07
565.0	1.0e-07
565.2	1.0e-07
565.4	1.0e-07
565.6	1.0e-07
565.8	1.0e-07
566.0	1.0e-07
566.2	1.0e-07
566.4	1.0e-07
566.6	1.0e-07
566.8	1.0e-07
567.0	1.0e-07
567.2	1.0e-07
567.4	1.0e-07
567.6	1.0e-07
567.8	1.0e-07
568.0	1.0e-07
568.2	1.0e-07
568.4	1.0e-07
568.6	1.0e-07
568.8	1.0e-07
569.0	1.0e-07
569.2	1.0e-07
569.4	1.0e-07
569.6	1.0e-07
569.8	1.0e-07
570.0	1.0e-07
570.2	1.0e-07
570.4	1.0e-07
570.6	1.0e-07
570.8	1.0e-07
571.0	1.0e-07
571.2	1.0e-07
571.4	1.0e-07
571.6	1.0e-07
571.8	1.0e-07
572.0	1.0e-07
572.2	1.0e-07
572.4	1.0e-07
572.6	1.0e-07
572.8	1.0e-07
573.0	1.0e-07
573.2	1.0e-07
573.4	1.0e-07
573.6	1.0e-07
573.8	1.0e-07
574.0	1.0e-07
574.2	1.0e-07
574.4	1.0e-07
574.6	1.0e-07
574.8	1.0e-07
575.0	1.0e-07
575.2	1.0e-07
575.4	1.0e-07
575.6	1.0e-07
575.8	1.0e-07
576.0	1.0e-07
576.2	1.0e-07
576.4	1.0e-07
576.6	1.0e-07
576.8	1.0e-07
577.0	1.0e-07
577.2	1.0e-07
577.4	1.0e-07
577.6	1.0e-07
577.8	1.0e-07
578.0	1.0e-07
578.2	1.0e-07
578.4	1.0e-07
578.6	1.0e-07
578.8	1.0e-07
579.0	1.0e-07
579.2	1.0e-07
579.4	1.0e-07
579.6	1.0e-07
579.8	1.0e-07
580.0	1.0e-07
580.2	1.0e-07
580.4	1.0e-07
580.6	1.0e-07
580.8	1.0e-07
581.0	1.0e-07
581.2	1.0e-07
581.4	1.0e-07
581.6	1.0e-07
581.8	1.0e-07
582.0	1.0e-07
582.2	1.0e-07
582.4	1.0e-07
582.6	1.0e-07
582.8	1.0e-07
583.0	1.0e-07
583.2	1.0e-07
583.4	1.0e-07
583.6	1.0e-07
583.8	1.0e-07
584.0	1.0e-07
584.2	1.0e-07
584.4	1.0e-07
584.6	1.0e-07
584.8	1.0e-07
585.0	1.0e-07
585.2	1.0e-07
585.4	1.0e-07
585.6	1.0e-07
585.8	1.0e-07
586.0	1.0e-07
586.2	1.0e-07
586.4	1.0e-07
586.6	1.0e-07
586.8	1.0e-07
587.0	1.0e-07
587.2	1.0e-07
587.4	1.0e-07
587.6	1.0e-07
587.8	1.0e-07
588.0	1.0e-07
588.2	1.0e-07
588.4	1.0e-07
588.6	1.0e-07
588.8	1.0e-07
589.0	1.0e-07
589.2	1.0e-07
589.4	1.0e-07
589.6	1.0e-07
589.8	1.0e-07
590.0	1.0e-07
590.2	1.0e-07
590.4	1.0e-07
590.6	1.0e-07
590.8	1.0e-07
591.0	1.0e-07
591.2	1.0e-07
591.4	1.0e-07
591.6	1.0e-07
591.8	1.0e-07
592.0	1.0e-07
592.2	1.0e-07
592.4	1.0e-07
592.6	1.0e-07
592.8	1.0e-07
593.0	1.0e-07
593.2	1.0e-07
593.4	1.0e-07
593.6	1.0e-07
593.8	1.0e-07
594.0	1.0e-07
594.2	1.0e-07
594.4	1.0e-07
594.6	1.0e-07
594.8	1.0e-07
595.0	1.0e-07
595.2	1.0e-07
595.4	1.0e-07
595.6	1.0e-07
595.8	1.0e-07
596.0	1.0e-07
596.2	1.0e-07
596.4	1.0e-07
596.6	1.0e-07
596.8	1.0e-07
597.0	1.0e-07
597.2	1.0e-07
597.4	1.0e-07
597.6	1.0e-07
597.8	1.0e-07
598.0	1.0e-07
598.2	1.0e-07
598.4	1.0e-07
598.6	1.0e-07
598.8	1.0e-07
599.0	1.0e-07
599.2	1.0e-07
599.4	1.0e-07
599.6	1.0e-07
599.8	1.0e-07
600.0	1.0e-07
600.2	1.0e-07
600.4	1.0e-07
600.6	1.0e-07
600.8	1.0e-07
601.0	1.0e-07
601.2	1.0e-07
601.4	1.0e-07
601.6	1.0e-07
601.8	1.0e-07
602.0	1.0e-07
602.2	1.0014e-07
602.4	1.0031e-07
602.6	1.0048e-07
602.8	1.0066e-07
603.0	1.0083e-07
603.2	1.01e-07
603.4	1.0117e-07
603.6	1.0134e-07
603.8	1.0152e-07
604.0	1.0169e-07
604.2	1.0186e-07
604.4	1.0204e-07
604.6	1.0221e-07
604.8	1.0239e-07
605.0	1.0256e-07
605.2	1.0273e-07
605.4	1.0291e-07
605.6	1.0309e-07
605.8	1.0326e-07
606.0	1.0344e-07
606.2	1.0361e-07
606.4	1.0379e-07
606.6	1.0397e-07
606.8	1.0414e-07
607.0	1.0458e-07
607.2	1.0783e-07
607.4	1.1119e-07
607.6	1.1465e-07
607.8	1.1821e-07
608.0	1.2189e-07
608.2	1.2568e-07
608.4	1.2959e-07
608.6	1.3363e-07
608.8	1.3778e-07
609.0	1.4207e-07
609.2	1.4649e-07
609.4	1.5105e-07
609.6	1.5575e-07
609.8	1.6059e-07
610.0	1.6559e-07
610.2	1.7074e-07
610.4	1.7605e-07
610.6	1.8153e-07
610.8	1.8717e-07
611.0	1.93e-07
611.2	1.99e-07
611.4	2.0519e-07
611.6	2.1158e-07
611.8	2.1816e-07
612.0	2.2291e-07
612.2	2.2379e-07
612.4	2.2467e-07
612.6	2.2555e-07
612.8	2.2644e-07
613.0	2.2733e-07
613.2	2.2822e-07
613.4	2.2912e-07
613.6	2.3002e-07
613.8	2.3093e-07
614.0	2.3183e-07
614.2	2.3274e-07
614.4	2.3366e-07
614.6	2.3458e-07
614.8	2.355e-07
615.0	2.3643e-07
615.2	2.3736e-07
615.4	2.3829e-07
615.6	2.3923e-07
615.8	2.4017e-07
616.0	2.4111e-07
616.2	2.4206e-07
616.4	2.4301e-07
616.6	2.4397e-07
616.8	2.4493e-07
617.0	2.4496e-07
617.2	2.4433e-07
617.4	2.4371e-07
617.6	2.4308e-07
617.8	2.4246e-07
618.0	2.4184e-07
618.2	2.4122e-07
618.4	2.406e-07
618.6	2.3999e-07
618.8	2.3937e-07
619.0	2.3876e-07
619.2	2.3815e-07
619.4	2.3754e-07
619.6	2.3693e-07
619.8	2.3632e-07
620.0	2.3572e-07
620.2	2.3511e-07
620.4	2.3451e-07
620.6	2.3391e-07
620.8	2.3331e-07
621.0	2.3271e-07
621.2	2.3212e-07
621.4	2.3152e-07
621.6	2.3093e-07
621.8	2.3034e-07
622.0	2.3194e-07
622.2	2.34e-07
622.4	2.3607e-07
622.6	2.3816e-07
622.8	2.4027e-07
623.0	2.424e-07
623.2	2.4455e-07
623.4	2.4671e-07
623.6	2.489e-07
623.8	2.511e-07
624.0	2.5332e-07
624.2	2.5557e-07
624.4	2.5783e-07
624.6	2.6011e-07
624.8	2.6242e-07
625.0	2.6474e-07
625.2	2.6709e-07
625.4	2.6945e-07
625.6	2.7184e-07
625.8	2.7424e-07
626.0	2.7667e-07
626.2	2.7912e-07
626.4	2.816e-07
626.6	2.8409e-07
626.8	2.8624e-07
627.0	2.8419e-07
627.2	2.8217e-07
627.4	2.8015e-07
627.6	2.7815e-07
627.8	2.7616e-07
628.0	2.7419e-07
628.2	2.7224e-07
628.4	2.7029e-07
628.6	2.6836e-07
628.8	2.6645e-07
629.0	2.6454e-07
629.2	2.6265e-07
629.4	2.6078e-07
629.6	2.5892e-07
629.8	2.5707e-07
630.0	2.5523e-07
630.2	2.5341e-07
630.4	2.5364e-07
630.6	2.5815e-07
630.8	2.6274e-07
631.0	2.6741e-07
631.2	2.7217e-07
631.4	2.7701e-07
631.6	2.8193e-07
631.8	2.8695e-07
632.0	2.9205e-07
632.2	2.9724e-07
632.4	3.0253e-07
632.6	3.0791e-07
632.8	3.1338e-07
633.0	3.1896e-07
633.2	3.2463e-07
633.4	3.304e-07
633.6	3.3628e-07
633.8	3.4226e-07
634.0	3.4588e-07
634.2	3.4913e-07
634.4	3.524e-07
634.6	3.5571e-07
634.8	3.5904e-07
635.0	3.6241e-07
635.2	3.6581e-07
635.4	3.6924e-07
635.6	3.727e-07
635.8	3.762e-07
636.0	3.538e-07
636.2	2.9575e-07
636.4	2.4722e-07
636.6	2.0665e-07
636.8	1.7275e-07
637.0	1.444e-07
637.2	1.2071e-07
637.4	1.009e-07
637.6	2.5933e-07
637.8	1.7237e-07
638.0	1.0e-07
638.2	1.0e-07
638.4	1.0e-07
638.6	1.0e-07
638.8	1.3639e-07
639.0	1.4892e-07
639.2	1.3449e-07
639.4	2.8936e-07
639.6	1.1725e-07
639.8	1.0e-07
640.0	1.0029e-07
640.2	1.271e-07
640.4	1.6078e-07
640.6	2.2174e-07
640.8	1.4813e-07
641.0	1.177e-07
641.2	1.6145e-07
641.4	2.6536e-07
641.6	2.9308e-07
641.8	1.0782e-07
642.0	1.2535e-07
642.2	1.0e-07
642.4	1.0e-07
642.6	2.4705e-07
642.8	2.5211e-07
643.0	1.1614e-07
643.2	1.0e-07
643.4	1.0e-07
643.6	1.1776e-07
643.8	1.588e-07
644.0	1.0e-07
644.2	1.0e-07
644.4	1.0e-07
644.6	1.0e-07
644.8	1.0e-07
645.0	1.3607e-07
645.2	1.011e-07
645.4	1.888e-07
645.6	1.1809e-07
645.8	2.2466e-07
646.0	1.0393e-07
646.2	1.0e-07
646.4	1.1222e-07
646.6	3.096e-07
646.8	3.6501e-07
647.0	1.3621e-07
647.2	1.0e-07
647.4	1.0e-07
647.6	1.0e-07
647.8	1.0e-07
648.0	1.0e-07
648.2	1.0e-07
648.4	1.0e-07
648.6	2.7883e-07
648.8	1.3401e-07
649.0	1.0264e-07
649.2	3.2355e-07
649.4	3.5994e-07
649.6	1.425e-07
649.8	1.8559e-07
650.0	1.5527e-07
650.2	1.0e-07
650.4	1.1413e-07
650.6	4.4087e-07
650.8	2.4233e-07
651.0	3.7018e-07
651.2	2.8968e-07
651.4	2.3622e-07
651.6	1.9892e-07
651.8	3.446e-07
652.0	4.2847e-07
652.2	6.8918e-07
652.4	5.7792e-07
652.6	7.3763e-07
652.8	1.1484e-06
653.0	1.3494e-06
653.2	1.6571e-06
653.4	2.8247e-06
653.6	3.4402e-06
653.8	4.5562e-06
654.0	6.5677e-06
654.2	8.9915e-06
654.4	1.4243e-05
654.6	1.8686e-05
654.8	2.6673e-05
655.0	3.8502e-05
655.2	5.7542e-05
655.4	8.759e-05
655.6	1.4692e-04
655.8	2.2513e-04
656.0	3.3966e-04
656.2	5.2882e-04
656.4	8.3983e-04
656.6	0.00141
656.8	0.00263
657.0	0.00558
657.2	0.00936
657.4	0.01631
657.6	0.03033
657.8	0.06001
658.0	0.12665
658.2	0.25126
658.4	0.46882
658.6	0.72082
658.8	0.90319
659.0	0.9748
659.2	0.97862
659.4	0.97602
659.6	0.97791
659.8	0.98381
660.0	0.98784
660.2	0.9931
660.4	0.99035
660.6	0.98317
660.8	0.9782
661.0	0.97684
661.2	0.9758
661.4	0.97673
661.6	0.98077
661.8	0.9818
662.0	0.98551
662.2	0.98971
662.4	0.99218
662.6	0.9932
662.8	0.99336
663.0	0.99015
663.2	0.98778
663.4	0.98577
663.6	0.98391
663.8	0.98454
664.0	0.98293
664.2	0.98098
664.4	0.98028
664.6	0.98297
664.8	0.98527
665.0	0.98742
665.2	0.98759
665.4	0.98569
665.6	0.98699
665.8	0.99041
666.0	0.9925
666.2	0.99108
666.4	0.98828
666.6	0.9889
666.8	0.9852
667.0	0.98629
667.2	0.98181
667.4	0.97821
667.6	0.97859
667.8	0.97786
668.0	0.97838
668.2	0.98114
668.4	0.98246
668.6	0.98265
668.8	0.98582
669.0	0.98827
669.2	0.99077
669.4	0.99126
669.6	0.99308
669.8	0.9926
670.0	0.9911
670.2	0.99078
670.4	0.99231
670.6	0.99056
670.8	0.98995
671.0	0.98739
671.2	0.98446
671.4	0.98582
671.6	0.98968
671.8	0.98554
672.0	0.98507
672.2	0.98363
672.4	0.98382
672.6	0.98607
672.8	0.98673
673.0	0.98442
673.2	0.98525
673.4	0.98768
673.6	0.99142
673.8	0.99428
674.0	0.99292
674.2	0.99163
674.4	0.99108
674.6	0.99445
674.8	0.99445
675.0	0.99418
675.2	0.9948
675.4	0.99602
675.6	0.99381
675.8	0.99424
676.0	0.99361
676.2	0.98977
676.4	0.98735
676.6	0.98624
676.8	0.98613
677.0	0.98385
677.2	0.98642
677.4	0.98693
677.6	0.98689
677.8	0.98673
678.0	0.98791
678.2	0.98904
678.4	0.99151
678.6	0.99005
678.8	0.99029
679.0	0.98973
679.2	0.99238
679.4	0.99083
679.6	0.99193
679.8	0.99357
680.0	0.99418
680.2	0.99052
680.4	0.98968
680.6	0.99137
680.8	0.992
681.0	0.99048
681.2	0.98843
681.4	0.9881
681.6	0.9858
681.8	0.98629
682.0	0.98942
682.2	0.98687
682.4	0.98571
682.6	0.98559
682.8	0.98479
683.0	0.98504
683.2	0.98989
683.4	0.98916
683.6	0.99091
683.8	0.9903
684.0	0.99096
684.2	0.98956
684.4	0.99415
684.6	0.99342
684.8	0.99205
685.0	0.99159
685.2	0.99054
685.4	0.9922
685.6	0.99281
685.8	0.99433
686.0	0.99457
686.2	0.99302
686.4	0.99086
686.6	0.99101
686.8	0.98715
687.0	0.98457
687.2	0.98244
687.4	0.98179
687.6	0.97909
687.8	0.97917
688.0	0.97635
688.2	0.98006
688.4	0.97858
688.6	0.97711
688.8	0.97839
689.0	0.98023
689.2	0.98012
689.4	0.97945
689.6	0.98038
689.8	0.98148
690.0	0.98112
690.2	0.98318
690.4	0.98622
690.6	0.98807
690.8	0.98841
691.0	0.98806
691.2	0.98996
691.4	0.99202
691.6	0.99332
691.8	0.99427
