Typical Measured Spectrum of Semrock Di02-R532 Optical Filter	
504.121	0.00628462620514777
504.205	0.00630965914608087
504.289	0.00638062910927161
504.372	0.00645047584679615
504.456	0.00652180867048945
504.54	0.00664042099584316
504.624	0.00671011421665317
504.708	0.00684691313160558
504.792	0.00702563846365001
504.876	0.00715835572356047
504.96	0.0073292188688226
505.044	0.00754524020691883
505.127	0.00775029411210741
505.211	0.00804329186507154
505.295	0.00828613408731309
505.379	0.00851421917845114
505.463	0.00887725030183466
505.547	0.00924783189263094
505.631	0.00958679877739051
505.715	0.0100450132643436
505.799	0.0104119971066802
505.882	0.0109077863698287
505.966	0.0114115568860017
506.05	0.0118394478153455
506.134	0.0124326120314988
506.218	0.0130401323536765
506.302	0.0136586396133532
506.386	0.0142957453423007
506.47	0.0149464476268328
506.553	0.0155391240165821
506.637	0.0162851641829286
506.721	0.0168664956908651
506.805	0.0174300092844773
506.889	0.018103702161599
506.973	0.0186863427753739
507.057	0.0191958837706002
507.141	0.0197782422786139
507.224	0.0201921700412341
507.308	0.0205873360112274
507.392	0.020874626422158
507.476	0.0211611726161094
507.56	0.0211127334877212
507.644	0.0213303480377814
507.728	0.0211952897719726
507.811	0.021141184024821
507.895	0.020924902238687
507.979	0.0206341199923134
508.063	0.0205222134824024
508.147	0.019836326505245
508.231	0.0195125322683847
508.315	0.0190039408527806
508.398	0.0184299664769166
508.482	0.0179279562179707
508.566	0.0173975391586773
508.65	0.0168368267113735
508.734	0.016317351960476
508.818	0.015904540417671
508.901	0.0152246697035979
508.985	0.0148356973323878
509.069	0.0144602647137298
509.153	0.0140358814362363
509.237	0.0136236953449311
509.321	0.0132074231406059
509.404	0.0129481373914361
509.488	0.0126628848474461
509.572	0.0124113163525275
509.656	0.012186587819151
509.74	0.0119819458247624
509.824	0.011848587315526
509.907	0.0116404956639082
509.991	0.0115917714124863
510.075	0.0115038818205169
510.159	0.0114675182394534
510.243	0.0115055174514731
510.327	0.0115178862789098
510.41	0.0115740163314935
510.494	0.0116359233298591
510.578	0.0117977665674815
510.662	0.0120335267361423
510.746	0.0121385244897666
510.83	0.0123928341265349
510.913	0.0126805804459417
510.997	0.0129534443111659
511.081	0.0133677905986188
511.165	0.0137513927180878
511.249	0.0142644276272354
511.332	0.0148623169389285
511.416	0.0154406250359334
511.5	0.0160792330620168
511.584	0.0168888495666003
511.668	0.0177419061988858
511.751	0.018723947925798
511.835	0.0197972628710839
511.919	0.0210026126480146
512.003	0.0222611762748981
512.087	0.0236036727369884
512.17	0.025156496018379
512.254	0.0268220243232493
512.338	0.0284751207895604
512.422	0.03023193383684
512.506	0.0318974888336491
512.589	0.0335554522242589
512.673	0.0350627779748799
512.757	0.0365294453575183
512.841	0.0377621256177191
512.925	0.0385265033134783
513.008	0.0389432586934238
513.092	0.0393147395056839
513.176	0.0390732425957797
513.26	0.0383986851800543
513.344	0.0374313701430823
513.427	0.0361613814081975
513.511	0.0346051563135944
513.595	0.032791412064803
513.679	0.0307719059535349
513.762	0.0285597648897511
513.846	0.026583108182969
513.93	0.0243813725589678
514.014	0.02233287776933
514.098	0.0204033522513947
514.181	0.0182612723820867
514.265	0.0165721770317105
514.349	0.0150153274101056
514.433	0.0135600408398169
514.516	0.0123499524113787
514.6	0.0112180410802592
514.684	0.0102242700613883
514.768	0.00935574424340221
514.852	0.00861382629458035
514.935	0.00781899618907921
515.019	0.00721713082107935
515.103	0.00672740095715275
515.187	0.00625601393561746
515.27	0.00576322928190017
515.354	0.00543240370529754
515.438	0.00505250717944024
515.522	0.00473694611537175
515.605	0.00448743852836976
515.689	0.00429846842671067
515.773	0.00401900167675991
515.857	0.00384608202801275
515.94	0.00360599577414353
516.024	0.00347123148290087
516.108	0.00334008066129077
516.192	0.00321310220622984
516.275	0.00305457948014958
516.359	0.0029646712393912
516.443	0.00288126176738049
516.527	0.00276778097021181
516.61	0.00269768490004919
516.694	0.0025626682105973
516.778	0.00253797908344638
516.862	0.00247160602298405
516.945	0.00241914197536503
517.029	0.0023578762280952
517.113	0.00233503388080432
517.197	0.0022502439446941
517.28	0.00216023907038236
517.364	0.00219347727712033
517.448	0.00215590301763982
517.532	0.00210343687576529
517.615	0.00209092973152368
517.699	0.00211514011663094
517.783	0.00204288484882247
517.866	0.00203974400026137
517.95	0.00197507815198819
518.034	0.00200229691483805
518.118	0.0020000414526051
518.201	0.00196171485774897
518.285	0.00196713555794477
518.369	0.00197797698507028
518.453	0.0019514635396508
518.536	0.00195871873716921
518.62	0.00191416817792568
518.704	0.00188703872569078
518.787	0.00194018209927764
518.871	0.00189500814040808
518.955	0.00196568692651703
519.039	0.00195864827262648
519.122	0.00191436964971291
519.206	0.00190964750676395
519.29	0.00191473340807046
519.373	0.0019110134484903
519.457	0.00192657368695706
519.541	0.00196023577119749
519.625	0.00197132036852628
519.708	0.00201182741800478
519.792	0.00196495206886982
519.876	0.00201381697471782
519.959	0.00200937126530611
520.043	0.0020733380618214
520.127	0.00204149012827258
520.21	0.00208451030669171
520.294	0.0020820835500754
520.378	0.00211782257090045
520.462	0.00213427891292371
520.545	0.00215584637720781
520.629	0.00219896416963861
520.713	0.0022258843738326
520.796	0.00222061683241863
520.88	0.00231669445668595
520.964	0.00230924439015732
521.047	0.00234165322746527
521.131	0.00233820924633609
521.215	0.00239871740282812
521.298	0.00243341387208147
521.382	0.00248292516449062
521.466	0.00250214171489954
521.549	0.00270074367728419
521.633	0.00257345131868615
521.717	0.00256613181713795
521.801	0.00261550927810943
521.884	0.00266887816355774
521.968	0.00266892840456831
522.052	0.00279222367419372
522.135	0.00278092588508507
522.219	0.00277891858427713
522.303	0.00281976988440724
522.386	0.00283196454876989
522.47	0.00286276566037534
522.554	0.00293657050346041
522.637	0.00296026464574324
522.721	0.00294911320492931
522.805	0.00297579619313709
522.888	0.00302034287654521
522.972	0.00299985885633596
523.056	0.00302556647109324
523.139	0.0030606803592423
523.223	0.00301018817141249
523.307	0.00306077553988892
523.39	0.00302829354967594
523.474	0.00307959749361101
523.558	0.00307940691401248
523.641	0.00306734302151821
523.725	0.00306407008351333
523.809	0.00305632313306405
523.892	0.00310731476593876
523.976	0.00309182968735933
524.059	0.00307810592180827
524.143	0.00304663358172405
524.227	0.00302269993909041
524.31	0.00305181665336655
524.394	0.00302832419067943
524.478	0.00299570728166493
524.561	0.00298639061653715
524.645	0.00296497723771499
524.729	0.002941659367037
524.812	0.00289143296853073
524.896	0.00291538884054457
524.98	0.0028673728624279
525.063	0.00283456148134839
525.147	0.00279860710976844
525.23	0.00281259066084239
525.314	0.00271715735330925
525.398	0.00272429575451045
525.481	0.00271086841518659
525.565	0.00266927134035671
525.649	0.00262603334615732
525.732	0.0026489121496207
525.816	0.00261356879198492
525.9	0.00257061685061519
525.983	0.00253511196406111
526.067	0.00249080500945862
526.15	0.0024886135800285
526.234	0.00245045201570945
526.318	0.00245436698027807
526.401	0.00239119008187912
526.485	0.00237465583466374
526.569	0.0023725797532687
526.652	0.0023399462203693
526.736	0.00233854436126164
526.819	0.00233195439848259
526.903	0.00231767738977416
526.987	0.00232841180009092
527.07	0.00227978720682295
527.154	0.00228609497888286
527.237	0.00227253696048148
527.321	0.00228044061919699
527.405	0.00227844597682523
527.488	0.00228063815837973
527.572	0.00227115086141711
527.655	0.00224009015895737
527.739	0.00227648326237418
527.823	0.00226557999603438
527.906	0.00223388897538622
527.99	0.00225511004274136
528.073	0.00226641013118134
528.157	0.00224375028925609
528.241	0.00226618638048275
528.324	0.00229957598013009
528.408	0.00230092322647556
528.491	0.00228748317215192
528.575	0.00234322623858802
528.659	0.00232442595535588
528.742	0.00231679222211787
528.826	0.00235589999188902
528.909	0.00235249126747249
528.993	0.00239031060404153
529.077	0.00240534248917262
529.16	0.00242977164491779
529.244	0.00246181940963469
529.327	0.00246321104635735
529.411	0.00253162551575842
529.495	0.0025513839062786
529.578	0.00254093775115324
529.662	0.00259472463966606
529.745	0.00259984856621926
529.829	0.00266096367519537
529.912	0.00268005703016277
529.996	0.00275416673381484
530.08	0.00275694690608076
530.163	0.00283869526007064
530.247	0.00288450069345443
530.33	0.00292212481806394
530.414	0.00297201757835126
530.497	0.00304601175225433
530.581	0.00309228911438019
530.665	0.00313967390158662
530.748	0.00320339523475366
530.832	0.00324201844396934
530.915	0.00334510040820632
530.999	0.00340043106616719
531.082	0.00349546927993593
531.166	0.00354603153080916
531.25	0.003604803243141
531.333	0.0037243495146443
531.417	0.00384556812215652
531.5	0.00390426665292865
531.584	0.00402882471674961
531.667	0.0041350326888324
531.751	0.00422790362339036
531.834	0.00440527367318825
531.918	0.00449427883784185
532.002	0.00462362415053411
532.085	0.00480828234172225
532.169	0.00494796012473469
532.252	0.00509676058413768
532.336	0.00530419148251617
532.419	0.005479039513357
532.503	0.00567801105586731
532.586	0.00589010250670158
532.67	0.00607216169943213
532.753	0.00632221981992731
532.837	0.00654739112202969
532.921	0.00682201943628215
533.004	0.00710157597495985
533.088	0.00743831026340507
533.171	0.00770466448814283
533.255	0.00809190584401292
533.338	0.00841288420814733
533.422	0.00877211803304348
533.505	0.00916869324874473
533.589	0.00963297723884805
533.672	0.0100593736470952
533.756	0.0105847914877749
533.839	0.0111158033061804
533.923	0.0116987337431877
534.006	0.0122704870819146
534.09	0.0129310734465263
534.173	0.0136305049432825
534.257	0.0143655506045855
534.341	0.0151972615568202
534.424	0.0160588396010854
534.508	0.016998658522472
534.591	0.0179009128079489
534.675	0.0189783066026778
534.758	0.020112752031537
534.842	0.0213615189983282
534.925	0.0226375185851979
535.009	0.0240997652815151
535.092	0.0256323751157926
535.176	0.027232125969529
535.259	0.0290653654914992
535.343	0.0309548919064229
535.426	0.0329320701495176
535.51	0.0350723916281298
535.593	0.0374364902355722
535.677	0.039948869199632
535.76	0.0426596807457263
535.844	0.0455142920920167
535.927	0.0487369777634193
536.011	0.0522932889521084
536.094	0.0558431615121459
536.178	0.0595659755365436
536.261	0.0638457131699011
536.345	0.0683413238541596
536.428	0.0730665011533837
536.512	0.0783286377617246
536.595	0.0836412558686179
536.679	0.0893819749038886
536.762	0.0956016248145623
536.846	0.102041078516267
536.929	0.109112566735265
537.013	0.116577522666152
537.096	0.123991986808286
537.18	0.13238456655181
537.263	0.14134758759169
537.347	0.150212121642212
537.43	0.159503388536345
537.514	0.169656294794177
537.597	0.18045164480235
537.681	0.1917962752067
537.764	0.203754730788647
537.847	0.215020407985259
537.931	0.22718941468738
538.014	0.239761887035251
538.098	0.253523065734649
538.181	0.267406230381549
538.265	0.28124108932761
538.348	0.29536928351032
538.432	0.309703424794958
538.515	0.324323585247007
538.599	0.33910899673761
538.682	0.354282201381825
538.766	0.369943668715248
538.849	0.386411257111018
538.933	0.402803009990487
539.016	0.419523552157272
539.1	0.436468456007241
539.183	0.454823000006665
539.266	0.471359704982514
539.35	0.486734561804523
539.433	0.504013370041381
539.517	0.522391343461453
539.6	0.539534502469518
539.684	0.555834669309142
539.767	0.572465469410249
539.851	0.590196076131218
539.934	0.607787485051041
540.018	0.624923978548005
540.101	0.64268655375019
540.184	0.660269225908538
540.268	0.675870941673859
540.351	0.692270730181797
540.435	0.709308735753061
540.518	0.725471735425083
540.602	0.742477181631595
540.685	0.758220400324096
540.769	0.772518638734018
540.852	0.785753479370014
540.935	0.800577826110245
541.019	0.813990985385685
541.102	0.828965239141137
541.186	0.84166264615704
541.269	0.852678602625982
541.353	0.863516844385456
541.436	0.874348964883893
541.519	0.883714751731729
541.603	0.892984723357245
541.686	0.900848767794416
541.77	0.908138562981627
541.853	0.912937453652015
541.937	0.917569897414235
542.02	0.924537430864153
542.103	0.930985899623399
542.187	0.936862054386067
542.27	0.93800379561077
542.354	0.93906922501081
542.437	0.939739968361571
542.521	0.941727269847378
542.604	0.941192326501443
542.687	0.941248333588223
542.771	0.940546303298568
542.854	0.939546839751677
542.938	0.939251453305588
543	0.938836443058057
543.014	0.937532512396915
543.098	0.93559659789969
543.182	0.933734614450833
543.266	0.931341707214756
543.35	0.930316743145227
543.434	0.930412568644089
543.518	0.928786463818336
543.602	0.928710321612721
543.685	0.92645737845683
543.769	0.924221622265001
543.853	0.922388696106739
543.937	0.918734809708246
544.021	0.916847057706788
544.105	0.914937447965897
544.189	0.914179513766253
544.273	0.915373031026792
544.357	0.917066933726508
544.44	0.915005998951104
544.524	0.913192460875144
544.608	0.914237318669628
544.692	0.915871023077937
544.776	0.91475543147923
544.86	0.914914299772661
544.944	0.914935266944015
545.028	0.916589986297128
545.112	0.916964141468222
545.195	0.917835247394113
545.279	0.918613969427743
545.363	0.920222140440179
545.447	0.921363378482989
545.531	0.923241790879419
545.615	0.9259574544228
545.699	0.928327598277489
545.783	0.928289144096828
545.866	0.927229077145943
545.95	0.925625540327005
546.034	0.925829458247716
546.118	0.928527475295319
546.202	0.928893276343707
546.286	0.92872879580288
546.37	0.928196944660565
546.453	0.930133297087069
546.537	0.931760305130624
546.621	0.932997620173257
546.705	0.935036454934137
546.789	0.935187726364018
546.873	0.93367316714617
546.957	0.932861334496878
547.04	0.934210131114395
547.124	0.934761855975902
547.208	0.934489684904288
547.292	0.935289661797502
547.376	0.936767890049132
547.46	0.936854913971895
547.544	0.936518870072504
547.627	0.934629255879118
547.711	0.934526171571966
547.795	0.937566548591371
547.879	0.937924348746131
547.963	0.9359802811717
548.047	0.935220391565131
548.13	0.93436525349792
548.214	0.934460032969849
548.298	0.933391503820392
548.382	0.933299737284072
548.466	0.935537661573094
548.55	0.937767302675275
548.633	0.939075041028259
548.717	0.938148371446316
548.801	0.93728478975857
548.885	0.937772250471101
548.969	0.93836122755424
549.053	0.940267184207962
549.136	0.940977382073946
549.22	0.940441892006714
549.304	0.941321416737896
549.388	0.940474902503392
549.472	0.940777636928527
549.556	0.939084271955317
549.639	0.938788674924469
549.723	0.937606473223812
549.807	0.938154206216485
549.891	0.938758761353463
549.975	0.940500172619198
550.058	0.941261155927628
550.142	0.942500309140562
550.226	0.943569935709557
550.31	0.943580815759624
550.394	0.945562669387596
550.477	0.947093901519938
550.561	0.94711403271197
550.645	0.94613962465773
550.729	0.94596694203549
550.813	0.946733495390042
550.897	0.946031994455427
550.98	0.944293102087433
551.064	0.944200354391254
551.148	0.945478521125148
551.232	0.946257752127948
551.316	0.947237844905785
551.399	0.949799479343498
551.483	0.949357000168203
551.567	0.950015143452492
551.651	0.950899671138008
551.735	0.949571924679852
551.818	0.949950419963597
551.902	0.949889522870462
551.986	0.948992819268286
552.07	0.949071263353707
552.153	0.950823864295641
552.237	0.951126588244427
552.321	0.95114348779854
552.405	0.952475494353114
552.489	0.952452159945161
552.572	0.951432985104359
552.656	0.952134186998256
552.74	0.952739135248653
552.824	0.953069976121677
552.908	0.952528529535789
552.991	0.950663219560739
553.075	0.950867732194865
553.159	0.950592151521896
553.243	0.949642889255233
553.326	0.950126590871051
553.41	0.952421817546053
553.494	0.952990620221578
553.578	0.952816494610719
553.661	0.950713977399386
553.745	0.950471350616826
553.829	0.950992351465066
553.913	0.953236387049514
553.997	0.952941996395984
554.08	0.950374026290041
554.164	0.951373948856877
554.248	0.952269636890082
554.332	0.952561043602782
554.415	0.952239352176888
554.499	0.95156505113301
554.583	0.952054515337991
554.667	0.952159265689988
554.75	0.95188319029919
554.834	0.950985586848489
554.918	0.950437082463852
555.002	0.948830675007629
555.085	0.94928078629251
555.169	0.948944859341617
555.253	0.947342008039615
555.337	0.948561445220906
555.42	0.948494050260368
555.504	0.948042212505115
555.588	0.947588281011419
555.672	0.945835605248621
555.755	0.944940098323007
555.839	0.943809686776149
555.923	0.945331434871027
556.007	0.945535319770821
556.09	0.945389319179581
556.174	0.944994385069207
556.258	0.945371568044884
556.342	0.942627337886828
556.425	0.941417478898801
556.509	0.941966759847612
556.593	0.939470829695031
556.677	0.937032995803419
556.76	0.937566545197145
556.844	0.93947029122421
556.928	0.940847594955506
557.011	0.938687536963845
557.095	0.937464559565175
557.179	0.936596523440844
557.263	0.934316098897318
557.346	0.933232759979925
557.43	0.933467867687435
557.514	0.932173245429509
557.598	0.932234706442141
557.681	0.9313227359083
557.765	0.93117563937008
557.849	0.932285311532992
557.932	0.930681594161164
558.016	0.929629992503566
558.1	0.930131867475794
558.184	0.929653970661417
558.267	0.927356743985257
558.351	0.928379814756312
558.435	0.930424144323687
558.518	0.929049680918866
558.602	0.929088920160727
558.686	0.93052957860674
558.769	0.931737219812405
558.853	0.93069674754037
558.937	0.930150253358389
559.021	0.931061658584382
559.104	0.931115545518063
559.188	0.930276590042509
559.272	0.929896151213989
559.355	0.930191391518366
559.439	0.932375273460097
559.523	0.931174070134801
559.606	0.931794942497747
559.69	0.934341638810062
559.774	0.933624574863844
559.858	0.933007048326938
559.941	0.934043172372011
560.025	0.935995721966893
560.109	0.936233564410588
560.192	0.937120333437026
560.276	0.939380836868451
560.36	0.939903534253753
560.443	0.942002631951639
560.527	0.944116572823043
560.611	0.942032510099206
560.694	0.940767276264362
560.778	0.941625674411581
560.862	0.942050029202325
560.945	0.943439788463846
561.029	0.946672749047061
561.113	0.946075476634647
561.197	0.94695338916273
561.28	0.948925829731835
561.364	0.950275381521334
561.448	0.949421648886687
561.531	0.949733372441529
561.615	0.950558856796943
561.699	0.951093277108385
561.782	0.950981953919658
561.866	0.951084845532213
561.95	0.94954974625154
562.033	0.949965772821894
562.117	0.949892002474231
562.201	0.952171692358412
562.284	0.952490836213224
562.368	0.952380638896988
562.452	0.953414566778401
562.535	0.952897226272715
562.619	0.953378499668901
562.702	0.953713283159618
562.786	0.952636310027107
562.87	0.952080532606227
562.953	0.952790839078924
563.037	0.952980652042759
563.121	0.95238871532651
563.204	0.952464209772589
563.288	0.952829940910743
563.372	0.950695138318477
563.455	0.95193654022662
563.539	0.951129056721899
563.623	0.949617837083769
563.706	0.95235380292523
563.79	0.953636523839104
563.874	0.953119038026587
563.957	0.950830296172608
564.041	0.947991819452817
564.124	0.947799018380519
564.208	0.949048823621193
564.292	0.947349668564318
564.375	0.947019960142191
564.459	0.947035495309745
564.543	0.945549532895245
564.626	0.944583031380105
564.71	0.944020935049212
564.794	0.943566086415963
564.877	0.944107161941482
564.961	0.945057650185823
565.044	0.946187366048936
565.128	0.946473472721049
565.212	0.947004034054024
565.295	0.945894639154279
565.379	0.946218574312873
565.463	0.943891016971097
565.546	0.941888753887835
565.63	0.94357666012984
565.713	0.944350711158079
565.797	0.945066994104905
565.881	0.943484910741218
565.964	0.941907649394855
566.048	0.942725593922355
566.132	0.944649522525983
566.215	0.942577701461817
566.299	0.941485710228945
566.382	0.943160910151277
566.466	0.942983877079294
566.55	0.943149953612629
566.633	0.943902856066373
566.717	0.944216293222979
566.8	0.942234310242893
566.884	0.943443102116466
566.968	0.944558227974396
567.051	0.9471550271621
567.135	0.948470527231294
567.218	0.946407205845334
567.302	0.945420388019545
567.386	0.945300310523351
567.469	0.945347288775444
567.553	0.947371589034247
567.636	0.949629506290191
567.72	0.950808485945168
567.804	0.952604685732844
567.887	0.952171604039952
567.971	0.950867894219672
568.054	0.951313540540927
568.138	0.951980530910716
568.222	0.951760441231404
568.305	0.95073589065403
568.389	0.951461295640338
568.472	0.953512843494012
568.556	0.955915307974153
568.639	0.954633654890237
568.723	0.952923068223392
568.807	0.95548675940947
568.89	0.95584181666168
568.974	0.956010853007562
569.057	0.957043751192613
569.141	0.956480578802373
569.224	0.956446166003269
569.308	0.956198778184953
569.392	0.955588272631585
569.475	0.954353969106075
569.559	0.954227764061035
569.642	0.955658131507289
569.726	0.955813142015107
569.809	0.956424151646237
569.893	0.957180176429695
569.977	0.958167773309856
570.06	0.956742349230195
570.144	0.953833593078584
570.227	0.955339602931863
570.311	0.956375323713953
570.394	0.956981025445744
570.478	0.955590267587795
570.562	0.9549964048793
570.645	0.953441637299055
570.729	0.954202429302372
570.812	0.954137888288218
570.896	0.954296955719314
570.979	0.953297870746859
571.063	0.952603380360314
571.146	0.953704218222512
571.23	0.952520738266062
571.314	0.951663099166973
571.397	0.95164635988913
571.481	0.950465106780925
571.564	0.948576490712255
571.648	0.948406931575459
571.731	0.948796718597759
571.815	0.948085122538356
571.898	0.947180976439238
571.982	0.946165458056603
572.065	0.947030861623732
572.149	0.949101559689394
572.232	0.949994349079586
572.316	0.949889054459196
572.4	0.948965909084635
572.483	0.948283078612105
572.567	0.947161402781989
572.65	0.946841905195456
572.734	0.946044703939265
572.817	0.944236591228918
572.901	0.943449687974139
572.984	0.943333145360022
573.068	0.942587288539151
573.151	0.942661031367838
573.235	0.94686271785624
573.318	0.947284195766958
573.402	0.947838819714808
573.485	0.946835496998386
573.569	0.945706731337124
573.652	0.945127348365234
573.736	0.945591733067339
573.819	0.947796813140471
573.903	0.947461185365801
573.987	0.948160826326647
574.07	0.948618250363677
574.154	0.949249234287633
574.237	0.949767748387644
574.321	0.950399632544558
574.404	0.951925438595063
574.488	0.951053837662075
574.571	0.952595824237344
574.655	0.953793016608608
574.738	0.953330833671508
574.822	0.95376867990583
574.905	0.952797967589328
574.989	0.950565858515016
575.072	0.952761387601038
575.156	0.955033777794793
575.239	0.95407918021825
575.323	0.95215365954171
575.406	0.953595218077305
575.49	0.953959134018487
575.573	0.954010127002924
575.657	0.955034538202054
575.74	0.955004877337255
575.824	0.954660075918173
575.907	0.95356794724995
575.991	0.955388150525456
576.074	0.956139625280232
576.158	0.954996029481513
576.241	0.954062370021665
576.324	0.954563669487299
576.408	0.954993977626022
576.491	0.956304323672512
576.575	0.956692369119925
576.658	0.956874046541174
576.742	0.957330873648452
576.825	0.956219254327061
576.909	0.956778624551027
576.992	0.958919506545577
577.076	0.958214806735349
577.159	0.956614132458105
577.243	0.956962810890042
577.326	0.956224168182736
577.41	0.956444923291669
577.493	0.957955631173949
577.577	0.95745806605667
577.66	0.955014366849046
577.744	0.953458817946005
577.827	0.9533586278052
577.911	0.956245050103553
577.994	0.958590203586212
578.077	0.958157220714786
578.161	0.956781712743666
578.244	0.955119191830308
578.328	0.955035650436543
578.411	0.953890254725448
578.495	0.953267213962268
578.578	0.953251286081135
578.662	0.953309364645065
578.745	0.953160924838689
578.829	0.952294965811462
578.912	0.951219569938572
578.995	0.949365036133178
579.079	0.949786315277434
579.162	0.949749269215634
579.246	0.94886425950963
579.329	0.949578579883055
579.413	0.951492152221889
579.496	0.949283001911331
579.58	0.947651476131759
579.663	0.948733031946297
579.746	0.949138937083947
579.83	0.949704457389856
579.913	0.950044699554064
579.997	0.949038980256691
580.08	0.947061242407237
580.164	0.945147500699354
580.247	0.947033043308798
580.331	0.947545982754426
580.414	0.945940539441458
580.497	0.946771035269667
580.581	0.948385064429853
580.664	0.948832589430423
580.748	0.947459203709069
580.831	0.946250027130495
580.915	0.946714020790254
580.998	0.947775810177685
581.081	0.94863640347794
581.165	0.94753937764931
581.248	0.94788126393314
581.332	0.949504739314406
581.415	0.949322542382905
581.499	0.948019954491029
581.582	0.948320272064517
581.665	0.949280064425599
581.749	0.949796481408133
581.832	0.950082860443636
581.916	0.950649079433644
581.999	0.951426143234815
582.082	0.950974849440086
582.166	0.950897239046587
582.249	0.95157055434401
582.333	0.951571563508623
582.416	0.952948049793875
582.5	0.954085046934204
582.583	0.953149581107607
582.666	0.954069433013772
582.75	0.954851075710284
582.833	0.95478937498069
582.917	0.954634667625493
583	0.954454306205381
583.083	0.954739123233178
583.167	0.953185031136987
583.25	0.952857388059503
583.334	0.953660805894643
583.417	0.953536700757547
583.5	0.952766683042631
583.584	0.954108264334908
583.667	0.953722643202891
583.75	0.953175842563879
583.834	0.954124914946135
583.917	0.953812691321436
584.001	0.955158089553746
584.084	0.955743077614333
584.167	0.95631616981294
584.251	0.95575453074145
584.334	0.955629156215696
584.418	0.955357524014724
584.501	0.954241990294677
584.584	0.953158224295445
584.668	0.954155242173477
584.751	0.955483600112337
584.834	0.955021120973013
584.918	0.954047757341558
585.001	0.955003011869146
585.085	0.955253961285014
585.168	0.953054848145676
585.251	0.951684300036676
585.335	0.950601624972915
585.418	0.949381919816471
585.501	0.949851897629453
585.585	0.950742849292075
585.668	0.949916801888451
585.752	0.949516078988807
585.835	0.946591883356199
585.918	0.945343927267386
586.002	0.944533596557081
586.085	0.94473769402595
586.168	0.945020518750445
586.252	0.94425541053657
586.335	0.943588861471337
586.418	0.943648366761747
586.502	0.944037534379292
586.585	0.94529719240492
586.669	0.945752691016067
586.752	0.945258635664108
586.835	0.945671777231607
586.919	0.94578438271741
587.002	0.945915923430946
587.085	0.944629653290165
587.169	0.944604294072401
587.252	0.942814975520406
587.335	0.94184583345613
587.419	0.941569728242246
587.502	0.941026491540815
587.585	0.940203668678876
587.669	0.93858789995192
587.752	0.93864415896188
587.835	0.935933430659611
587.919	0.935292227436949
588.002	0.935500339817785
588.085	0.93652258694417
588.169	0.938215253568072
588.252	0.939441317690685
588.335	0.937366108356027
588.419	0.936363135088144
588.502	0.937820518245975
588.585	0.9369814651793
588.669	0.936535466292641
588.752	0.937451461447418
588.835	0.938132447398592
588.919	0.939572199400357
589.002	0.939615629594344
589.085	0.937340225552928
589.169	0.938069593436788
589.252	0.939128968898828
589.335	0.938417427573078
589.419	0.940334154186065
589.502	0.941111425327154
589.585	0.941683286955126
589.669	0.941770021536577
589.752	0.938849913220966
589.835	0.938277039493867
589.919	0.940702893449305
590.002	0.943615018791154
590.085	0.944750586954504
590.169	0.944904675197608
590.252	0.944169929667628
590.335	0.943075570579355
590.418	0.944472894549944
590.502	0.94511317332922
590.585	0.945085775417286
590.668	0.945269686389423
590.752	0.946857039799685
590.835	0.945770026409217
590.918	0.945588200001674
591.002	0.948016042773278
591.085	0.949768790382511
591.168	0.952042699675774
591.251	0.951623958009765
591.335	0.950524945388939
591.418	0.949883711901851
591.501	0.95050772338361
591.585	0.952602128907649
591.668	0.95321880728481
591.751	0.95269373522182
591.835	0.953729878132482
591.918	0.953274478167365
592.001	0.951581620502305
592.084	0.951555528864187
592.168	0.95092665278221
592.251	0.95079782025763
592.334	0.950534101900326
592.418	0.950785768559949
592.501	0.952693547360868
592.584	0.952997325992319
592.667	0.950697624758166
592.751	0.952420713111858
592.834	0.955122068683176
592.917	0.956286945049674
593	0.95343276416615
593.084	0.952136498472041
593.167	0.950351728917077
593.25	0.950607201639411
593.334	0.952318985076911
593.417	0.953602391832882
593.5	0.95256998547532
593.583	0.951113413778354
593.667	0.950859772347469
593.75	0.952549346443177
593.833	0.951718602554703
593.916	0.95035057307163
594	0.950322437076625
594.083	0.950279539949881
594.166	0.948924681152915
594.249	0.946896972771639
594.333	0.94641403718778
594.416	0.94638778795163
594.499	0.944930608347889
594.583	0.944770142587493
594.666	0.947044239729669
594.749	0.947501182251424
594.832	0.947229695644557
594.916	0.946037906476549
594.999	0.946174618723324
595.082	0.947165042702041
595.165	0.94891973990088
595.249	0.947401775214434
595.332	0.946687212965579
595.415	0.94526767187681
595.498	0.945007757787201
595.581	0.946463918750555
595.665	0.946813986928201
595.748	0.9447677783829
595.831	0.942027530230673
595.914	0.941560298674422
595.998	0.942883191991738
596.081	0.94389014455546
596.164	0.943494163220387
596.247	0.943324041670756
596.331	0.942679801397501
596.414	0.941255609684384
596.497	0.940624185322787
596.58	0.939583251317826
596.664	0.941733058625055
596.747	0.941053688940774
596.83	0.940354654726426
596.913	0.938880335818567
596.996	0.939814026538571
597.08	0.940591440284327
597.163	0.940427636005791
597.246	0.940035208590781
597.329	0.940159985782143
597.413	0.940112405320556
597.496	0.940715624193451
597.579	0.941710520432506
597.662	0.943014022382994
597.745	0.943247461399603
597.829	0.943731953028524
597.912	0.941810548098318
597.995	0.941507775948324
598.078	0.943867049763129
598.161	0.946865245058396
598.245	0.94760462337324
598.328	0.947644837882199
598.411	0.947837279149458
598.494	0.947768280198895
598.578	0.947261736865353
598.661	0.947172146094179
598.744	0.945344700638361
