Typical Measured Spectrum of Semrock FF01-747/33 Optical Filter	
For wavelengths between 320 and 1120 nm, values near or below 3e-7 (Optical Density 6.5) are measurement noise limited.
For wavelengths < 320 nm and > 1120 nm, values near or below 3e-6 (Optical Density 5.5) are measurement noise limited. 
Data format:  Wavelength (nm) <tab> Transmission (0 to 1)
265.0	7.9926e-07
265.2	7.901e-07
265.4	7.8104e-07
265.6	7.7208e-07
265.8	7.6323e-07
266.0	7.5448e-07
266.2	7.4583e-07
266.4	7.3728e-07
266.6	7.2883e-07
266.8	7.2047e-07
267.0	7.1221e-07
267.2	7.4678e-07
267.4	7.8446e-07
267.6	8.2403e-07
267.8	8.656e-07
268.0	9.0927e-07
268.2	9.5514e-07
268.4	1.0033e-06
268.6	1.0539e-06
268.8	1.1071e-06
269.0	1.163e-06
269.2	1.2216e-06
269.4	1.2833e-06
269.6	1.348e-06
269.8	1.416e-06
270.0	1.4874e-06
270.2	1.5625e-06
270.4	1.6413e-06
270.6	1.7241e-06
270.8	1.7486e-06
271.0	1.634e-06
271.2	1.5269e-06
271.4	1.4269e-06
271.6	1.3333e-06
271.8	1.246e-06
272.0	1.1643e-06
272.2	1.088e-06
272.4	1.0167e-06
272.6	9.5006e-07
272.8	8.878e-07
273.0	8.2961e-07
273.2	7.7524e-07
273.4	7.2443e-07
273.6	6.7696e-07
273.8	6.3259e-07
274.0	5.9113e-07
274.2	5.5239e-07
274.4	5.1619e-07
274.6	4.9959e-07
274.8	4.9338e-07
275.0	4.8725e-07
275.2	4.8312e-07
275.4	4.7902e-07
275.6	4.7457e-07
275.8	4.698e-07
276.0	4.6507e-07
276.2	4.6038e-07
276.4	4.5575e-07
276.6	4.5116e-07
276.8	4.4662e-07
277.0	4.4212e-07
277.2	4.3767e-07
277.4	4.3326e-07
277.6	4.289e-07
277.8	4.2458e-07
278.0	4.2031e-07
278.2	4.1608e-07
278.4	4.1189e-07
278.6	4.0774e-07
278.8	4.0363e-07
279.0	3.9957e-07
279.2	3.9555e-07
279.4	3.902e-07
279.6	3.8467e-07
279.8	3.7922e-07
280.0	3.7386e-07
280.2	3.6856e-07
280.4	3.6334e-07
280.6	3.582e-07
280.8	3.5313e-07
281.0	3.4813e-07
281.2	3.432e-07
281.4	3.3834e-07
281.6	3.3355e-07
281.8	3.2882e-07
282.0	3.2417e-07
282.2	3.1958e-07
282.4	3.1505e-07
282.6	3.1059e-07
282.8	3.0619e-07
283.0	3.0703e-07
283.2	3.31e-07
283.4	3.5684e-07
283.6	3.8469e-07
283.8	4.1472e-07
284.0	4.4709e-07
284.2	4.8199e-07
284.4	5.1962e-07
284.6	5.6018e-07
284.8	6.0391e-07
285.0	6.5105e-07
285.2	4.3225e-07
285.4	2.8699e-07
285.6	2.624e-07
285.8	2.9832e-07
286.0	3.3914e-07
286.2	3.8556e-07
286.4	4.3833e-07
286.6	4.9832e-07
286.8	5.6652e-07
287.0	6.4406e-07
287.2	7.3221e-07
287.4	8.3242e-07
287.6	9.4635e-07
287.8	1.0759e-06
288.0	1.2231e-06
288.2	1.3905e-06
288.4	1.5808e-06
288.6	1.7972e-06
288.8	2.0432e-06
289.0	2.3228e-06
289.2	2.6407e-06
289.4	2.2903e-06
289.6	1.9524e-06
289.8	1.6644e-06
290.0	1.4188e-06
290.2	1.2095e-06
290.4	1.0311e-06
290.6	8.7897e-07
290.8	7.4929e-07
291.0	6.3875e-07
291.2	5.4451e-07
291.4	4.6418e-07
291.6	3.957e-07
291.8	3.3732e-07
292.0	2.8756e-07
292.2	2.4513e-07
292.4	2.0897e-07
292.6	1.7814e-07
292.8	1.5186e-07
293.0	1.3426e-07
293.2	1.295e-07
293.4	1.2491e-07
293.6	1.2048e-07
293.8	1.1621e-07
294.0	1.121e-07
294.2	1.0812e-07
294.4	1.0429e-07
294.6	1.0059e-07
294.8	9.7029e-08
295.0	9.3591e-08
295.2	9.723e-08
295.4	1.0101e-07
295.6	1.0494e-07
295.8	1.0902e-07
296.0	1.1326e-07
296.2	1.1766e-07
296.4	1.2224e-07
296.6	1.2699e-07
296.8	1.3193e-07
297.0	1.3706e-07
297.2	1.4239e-07
297.4	1.4792e-07
297.6	1.5367e-07
297.8	1.5965e-07
298.0	1.6435e-07
298.2	1.625e-07
298.4	1.6067e-07
298.6	1.5887e-07
298.8	1.5708e-07
299.0	1.5532e-07
299.2	1.5358e-07
299.4	1.5185e-07
299.6	1.5014e-07
299.8	1.4846e-07
300.0	1.4679e-07
300.2	1.4514e-07
300.4	1.4351e-07
300.6	1.419e-07
300.8	1.403e-07
301.0	1.3873e-07
301.2	1.3717e-07
301.4	1.3563e-07
301.6	1.3411e-07
301.8	1.4057e-07
302.0	1.5471e-07
302.2	1.7028e-07
302.4	1.8741e-07
302.6	2.0626e-07
302.8	2.27e-07
303.0	2.4984e-07
303.2	2.7497e-07
303.4	3.0263e-07
303.6	3.3307e-07
303.8	3.6658e-07
304.0	4.0345e-07
304.2	4.4404e-07
304.4	4.887e-07
304.6	5.3786e-07
304.8	5.9197e-07
305.0	6.5152e-07
305.2	6.6932e-07
305.4	6.8761e-07
305.6	6.8346e-07
305.8	6.1362e-07
306.0	5.5091e-07
306.2	4.9461e-07
306.4	4.4406e-07
306.6	3.9868e-07
306.8	3.5794e-07
307.0	3.2136e-07
307.2	2.8852e-07
307.4	2.5903e-07
307.6	2.3256e-07
307.8	2.0879e-07
308.0	1.8746e-07
308.2	1.683e-07
308.4	1.511e-07
308.6	1.3566e-07
308.8	1.2179e-07
309.0	1.0935e-07
309.2	9.8173e-08
309.4	9.3699e-08
309.6	9.3313e-08
309.8	9.2928e-08
310.0	9.2545e-08
310.2	9.2163e-08
310.4	9.1783e-08
310.6	9.1404e-08
310.8	9.1027e-08
311.0	9.0652e-08
311.2	9.0278e-08
311.4	8.9905e-08
311.6	8.9535e-08
311.8	8.9165e-08
312.0	8.8798e-08
312.2	8.8431e-08
312.4	8.8066e-08
312.6	8.7703e-08
312.8	8.7341e-08
313.0	8.6981e-08
313.2	8.6548e-08
313.4	8.6113e-08
313.6	8.5679e-08
313.8	8.5248e-08
314.0	8.4819e-08
314.2	8.4392e-08
314.4	8.3967e-08
314.6	8.3544e-08
314.8	8.3124e-08
315.0	8.2706e-08
315.2	8.2289e-08
315.4	8.1875e-08
315.6	8.1463e-08
315.8	8.1053e-08
316.0	8.0645e-08
316.2	8.0239e-08
316.4	7.9835e-08
316.6	7.9433e-08
316.8	8.0473e-08
317.0	8.5033e-08
317.2	8.9852e-08
317.4	9.4944e-08
317.6	1.0032e-07
317.8	1.0601e-07
318.0	1.1202e-07
318.2	1.1836e-07
318.4	1.2507e-07
318.6	1.3216e-07
318.8	1.3965e-07
319.0	1.4756e-07
319.2	1.5592e-07
319.4	1.6476e-07
319.6	1.741e-07
319.8	1.8396e-07
320.0	1.9439e-07
320.2	2.054e-07
320.4	2.1704e-07
320.6	2.1218e-07
320.8	1.9946e-07
321.0	1.875e-07
321.2	1.7626e-07
321.4	1.6569e-07
321.6	1.5575e-07
321.8	1.4642e-07
322.0	1.3764e-07
322.2	1.2938e-07
322.4	1.2163e-07
322.6	1.1433e-07
322.8	1.0748e-07
323.0	1.0103e-07
323.2	9.4977e-08
323.4	8.9282e-08
323.6	8.3929e-08
323.8	7.8896e-08
324.0	7.4166e-08
324.2	6.9858e-08
324.4	6.9035e-08
324.6	6.8221e-08
324.8	6.7416e-08
325.0	6.6621e-08
325.2	6.5835e-08
325.4	6.5059e-08
325.6	6.4292e-08
325.8	6.3533e-08
326.0	6.2784e-08
326.2	6.2044e-08
326.4	6.1312e-08
326.6	6.0589e-08
326.8	5.9875e-08
327.0	5.9168e-08
327.2	5.8471e-08
327.4	5.7781e-08
327.6	5.71e-08
327.8	5.6426e-08
328.0	5.7201e-08
328.2	6.0022e-08
328.4	6.2981e-08
328.6	6.6087e-08
328.8	6.9346e-08
329.0	7.2765e-08
329.2	7.6354e-08
329.4	8.0119e-08
329.6	8.4069e-08
329.8	8.8215e-08
330.0	9.2565e-08
330.2	9.713e-08
330.4	1.0192e-07
330.6	1.0694e-07
330.8	1.1222e-07
331.0	1.1775e-07
331.2	1.2356e-07
331.4	1.2965e-07
331.6	1.3604e-07
331.8	1.2993e-07
332.0	1.2147e-07
332.2	1.1356e-07
332.4	1.0616e-07
332.6	9.9246e-08
332.8	9.2782e-08
333.0	8.6738e-08
333.2	8.1089e-08
333.4	7.5808e-08
333.6	7.087e-08
333.8	6.6254e-08
334.0	6.1939e-08
334.2	5.7905e-08
334.4	5.4133e-08
334.6	5.0607e-08
334.8	4.7311e-08
335.0	4.423e-08
335.2	4.2229e-08
335.4	4.032e-08
335.6	3.9611e-08
335.8	4.1595e-08
336.0	4.3679e-08
336.2	4.5867e-08
336.4	4.8165e-08
336.6	5.0577e-08
336.8	5.3111e-08
337.0	5.5771e-08
337.2	5.8565e-08
337.4	6.1499e-08
337.6	6.458e-08
337.8	6.7815e-08
338.0	7.1212e-08
338.2	7.4779e-08
338.4	7.8525e-08
338.6	8.2458e-08
338.8	8.6589e-08
339.0	9.0927e-08
339.2	9.5481e-08
339.4	9.278e-08
339.6	8.6774e-08
339.8	8.1158e-08
340.0	7.5905e-08
340.2	7.0991e-08
340.4	6.6396e-08
340.6	6.2099e-08
340.8	5.8079e-08
341.0	5.432e-08
341.2	5.0804e-08
341.4	4.7516e-08
341.6	4.444e-08
341.8	4.1564e-08
342.0	3.8873e-08
342.2	3.6357e-08
342.4	3.4004e-08
342.6	3.1803e-08
342.8	2.9744e-08
343.0	2.7915e-08
343.2	2.7799e-08
343.4	2.7682e-08
343.6	2.7566e-08
343.8	2.7451e-08
344.0	2.7336e-08
344.2	2.7222e-08
344.4	2.7108e-08
344.6	2.6995e-08
344.8	2.6882e-08
345.0	2.677e-08
345.2	2.6658e-08
345.4	2.6546e-08
345.6	2.6435e-08
345.8	2.6325e-08
346.0	2.6215e-08
346.2	2.6105e-08
346.4	2.5996e-08
346.6	2.5887e-08
346.8	2.5835e-08
347.0	2.5854e-08
347.2	2.5872e-08
347.4	2.5891e-08
347.6	2.5909e-08
347.8	2.5928e-08
348.0	2.5946e-08
348.2	2.5965e-08
348.4	2.5983e-08
348.6	2.6002e-08
348.8	2.6021e-08
349.0	2.6039e-08
349.2	2.6058e-08
349.4	2.6077e-08
349.6	2.6095e-08
349.8	2.6114e-08
350.0	2.6133e-08
350.2	2.6151e-08
350.4	2.617e-08
350.6	2.6168e-08
350.8	2.6161e-08
351.0	2.6155e-08
351.2	2.6149e-08
351.4	2.6142e-08
351.6	2.6136e-08
351.8	2.613e-08
352.0	2.6123e-08
352.2	2.6117e-08
352.4	2.6111e-08
352.6	2.6104e-08
352.8	2.6098e-08
353.0	2.6092e-08
353.2	2.6086e-08
353.4	2.6079e-08
353.6	2.6073e-08
353.8	2.6067e-08
354.0	2.606e-08
354.2	2.6729e-08
354.4	2.9662e-08
354.6	3.2916e-08
354.8	3.6528e-08
355.0	4.0537e-08
355.2	4.4985e-08
355.4	4.9921e-08
355.6	5.5399e-08
355.8	6.1477e-08
356.0	6.8223e-08
356.2	7.5709e-08
356.4	8.4017e-08
356.6	9.3236e-08
356.8	1.0347e-07
357.0	1.1482e-07
357.2	1.2742e-07
357.4	1.414e-07
357.6	1.5692e-07
357.8	1.7413e-07
358.0	1.6934e-07
358.2	1.5384e-07
358.4	1.3976e-07
358.6	1.2698e-07
358.8	1.1536e-07
359.0	1.048e-07
359.2	9.5211e-08
359.4	8.6499e-08
359.6	7.8584e-08
359.8	7.1393e-08
360.0	6.486e-08
360.2	5.8925e-08
360.4	5.3534e-08
360.6	4.8635e-08
360.8	4.4185e-08
361.0	4.0142e-08
361.2	3.6468e-08
361.4	3.3131e-08
361.6	3.0718e-08
361.8	3.5985e-08
362.0	4.2155e-08
362.2	4.9383e-08
362.4	5.7851e-08
362.6	6.777e-08
362.8	7.939e-08
363.0	9.3002e-08
363.2	1.0895e-07
363.4	1.2763e-07
363.6	1.4951e-07
363.8	1.7515e-07
364.0	2.0518e-07
364.2	2.4036e-07
364.4	2.8157e-07
364.6	3.2985e-07
364.8	3.8641e-07
365.0	4.5267e-07
365.2	4.8833e-07
365.4	5.268e-07
365.6	5.683e-07
365.8	6.1307e-07
366.0	6.6137e-07
366.2	7.1348e-07
366.4	7.6969e-07
366.6	8.3033e-07
366.8	8.9574e-07
367.0	8.7585e-07
367.2	7.1909e-07
367.4	5.9039e-07
367.6	4.8472e-07
367.8	3.9797e-07
368.0	3.2674e-07
368.2	2.6826e-07
368.4	2.2025e-07
368.6	1.8083e-07
368.8	1.4846e-07
369.0	1.2189e-07
369.2	1.0007e-07
369.4	8.2164e-08
369.6	6.7458e-08
369.8	5.5385e-08
370.0	4.5472e-08
370.2	3.7333e-08
370.4	3.0651e-08
370.6	2.5166e-08
370.8	2.4584e-08
371.0	2.5448e-08
371.2	2.6342e-08
371.4	2.7268e-08
371.6	2.8226e-08
371.8	2.9218e-08
372.0	3.0245e-08
372.2	3.1308e-08
372.4	3.2408e-08
372.6	3.3547e-08
372.8	3.4726e-08
373.0	3.5947e-08
373.2	3.721e-08
373.4	3.8518e-08
373.6	3.9872e-08
373.8	4.1273e-08
374.0	4.2723e-08
374.2	4.4225e-08
374.4	4.5286e-08
374.6	4.3506e-08
374.8	4.1796e-08
375.0	4.0153e-08
375.2	3.8575e-08
375.4	3.7059e-08
375.6	3.5602e-08
375.8	3.4203e-08
376.0	3.2858e-08
376.2	3.1567e-08
376.4	3.0326e-08
376.6	2.9134e-08
376.8	2.7989e-08
377.0	2.6888e-08
377.2	2.5831e-08
377.4	2.4816e-08
377.6	2.3841e-08
377.8	2.2904e-08
378.0	2.2003e-08
378.2	2.1554e-08
378.4	2.146e-08
378.6	2.1366e-08
378.8	2.1273e-08
379.0	2.118e-08
379.2	2.1088e-08
379.4	2.0996e-08
379.6	2.0904e-08
379.8	2.0813e-08
380.0	2.0722e-08
380.2	2.0632e-08
380.4	2.0542e-08
380.6	2.0452e-08
380.8	2.0363e-08
381.0	2.0274e-08
381.2	2.0185e-08
381.4	2.0097e-08
381.6	2.001e-08
381.8	1.9922e-08
382.0	1.9827e-08
382.2	1.9731e-08
382.4	1.9637e-08
382.6	1.9542e-08
382.8	1.9448e-08
383.0	1.9355e-08
383.2	1.9262e-08
383.4	1.9169e-08
383.6	1.9077e-08
383.8	1.8985e-08
384.0	1.8894e-08
384.2	1.8803e-08
384.4	1.8712e-08
384.6	1.8622e-08
384.8	1.8533e-08
385.0	1.8444e-08
385.2	1.8355e-08
385.4	1.8267e-08
385.6	1.8177e-08
385.8	1.8084e-08
386.0	1.7992e-08
386.2	1.7901e-08
386.4	1.7809e-08
386.6	1.7719e-08
386.8	1.7628e-08
387.0	1.7539e-08
387.2	1.7449e-08
387.4	1.736e-08
387.6	1.7272e-08
387.8	1.7184e-08
388.0	1.7096e-08
388.2	1.7009e-08
388.4	1.6923e-08
388.6	1.6836e-08
