wavelength	absorption
405.5	0.012
406.0	0.011
406.5	0.011
407.0	0.011
407.5	0.010
408.0	0.010
408.5	0.010
409.0	0.010
409.5	0.009
410.0	0.009
410.5	0.009
411.0	0.009
411.5	0.009
412.0	0.008
412.5	0.008
413.0	0.008
413.5	0.008
414.0	0.008
414.5	0.008
415.0	0.008
415.5	0.008
416.0	0.009
416.5	0.009
417.0	0.009
417.5	0.009
418.0	0.009
418.5	0.009
419.0	0.009
419.5	0.009
420.0	0.008
420.5	0.008
421.0	0.008
421.5	0.008
422.0	0.008
422.5	0.008
423.0	0.008
423.5	0.008
424.0	0.008
424.5	0.008
425.0	0.008
425.5	0.008
426.0	0.008
426.5	0.008
427.0	0.008
427.5	0.008
428.0	0.008
428.5	0.008
429.0	0.008
429.5	0.008
430.0	0.009
430.5	0.009
431.0	0.009
431.5	0.009
432.0	0.009
432.5	0.010
433.0	0.010
433.5	0.010
434.0	0.011
434.5	0.011
435.0	0.011
435.5	0.011
436.0	0.012
436.5	0.012
437.0	0.012
437.5	0.013
438.0	0.013
438.5	0.013
439.0	0.014
439.5	0.014
440.0	0.014
440.5	0.015
441.0	0.015
441.5	0.016
442.0	0.016
442.5	0.016
443.0	0.017
443.5	0.017
444.0	0.018
444.5	0.018
445.0	0.019
445.5	0.019
446.0	0.020
446.5	0.021
447.0	0.021
447.5	0.022
448.0	0.023
448.5	0.024
449.0	0.024
449.5	0.025
450.0	0.026
450.5	0.027
451.0	0.028
451.5	0.029
452.0	0.030
452.5	0.031
453.0	0.032
453.5	0.033
454.0	0.034
454.5	0.035
455.0	0.036
455.5	0.037
456.0	0.038
456.5	0.039
457.0	0.040
457.5	0.041
458.0	0.043
458.5	0.044
459.0	0.045
459.5	0.046
460.0	0.048
460.5	0.049
461.0	0.050
461.5	0.051
462.0	0.052
462.5	0.054
463.0	0.055
463.5	0.056
464.0	0.058
464.5	0.059
465.0	0.060
465.5	0.062
466.0	0.063
466.5	0.064
467.0	0.066
467.5	0.067
468.0	0.069
468.5	0.070
469.0	0.072
469.5	0.073
470.0	0.075
470.5	0.077
471.0	0.079
471.5	0.081
472.0	0.083
472.5	0.085
473.0	0.088
473.5	0.090
474.0	0.093
474.5	0.095
475.0	0.098
475.5	0.101
476.0	0.104
476.5	0.107
477.0	0.111
477.5	0.114
478.0	0.118
478.5	0.122
479.0	0.126
479.5	0.130
480.0	0.134
480.5	0.139
481.0	0.144
481.5	0.148
482.0	0.153
482.5	0.158
483.0	0.164
483.5	0.169
484.0	0.174
484.5	0.180
485.0	0.186
485.5	0.192
486.0	0.197
486.5	0.203
487.0	0.209
487.5	0.215
488.0	0.221
488.5	0.227
489.0	0.233
489.5	0.238
490.0	0.244
490.5	0.249
491.0	0.255
491.5	0.260
492.0	0.264
492.5	0.269
493.0	0.273
493.5	0.278
494.0	0.281
494.5	0.285
495.0	0.288
495.5	0.291
496.0	0.294
496.5	0.297
497.0	0.299
497.5	0.301
498.0	0.303
498.5	0.305
499.0	0.307
499.5	0.308
500.0	0.310
500.5	0.311
501.0	0.313
501.5	0.314
502.0	0.316
502.5	0.317
503.0	0.319
503.5	0.321
504.0	0.323
504.5	0.326
505.0	0.328
505.5	0.331
506.0	0.335
506.5	0.338
507.0	0.343
507.5	0.347
508.0	0.352
508.5	0.358
509.0	0.364
509.5	0.371
510.0	0.378
510.5	0.386
511.0	0.394
511.5	0.403
512.0	0.413
512.5	0.423
513.0	0.434
513.5	0.446
514.0	0.458
514.5	0.470
515.0	0.484
515.5	0.498
516.0	0.512
516.5	0.527
517.0	0.543
517.5	0.559
518.0	0.576
518.5	0.593
519.0	0.610
519.5	0.628
520.0	0.647
520.5	0.666
521.0	0.685
521.5	0.704
522.0	0.724
522.5	0.743
523.0	0.763
523.5	0.782
524.0	0.802
524.5	0.821
525.0	0.840
525.5	0.858
526.0	0.876
526.5	0.893
527.0	0.909
527.5	0.925
528.0	0.939
528.5	0.952
529.0	0.964
529.5	0.974
530.0	0.983
530.5	0.990
531.0	0.995
531.5	0.998
532.0	1.000
532.5	1.000
533.0	0.997
533.5	0.993
534.0	0.987
534.5	0.978
535.0	0.968
535.5	0.956
536.0	0.942
536.5	0.926
537.0	0.908
537.5	0.889
538.0	0.868
538.5	0.846
539.0	0.822
539.5	0.797
540.0	0.772
540.5	0.745
541.0	0.718
541.5	0.690
542.0	0.662
542.5	0.634
543.0	0.606
543.5	0.577
544.0	0.549
544.5	0.521
545.0	0.494
545.5	0.467
546.0	0.441
546.5	0.416
547.0	0.391
547.5	0.367
548.0	0.344
548.5	0.322
549.0	0.301
549.5	0.281
550.0	0.262
550.5	0.244
551.0	0.226
551.5	0.210
552.0	0.195
552.5	0.180
553.0	0.167
553.5	0.154
554.0	0.142
554.5	0.131
555.0	0.121
555.5	0.111
556.0	0.103
556.5	0.094
557.0	0.087
557.5	0.080
558.0	0.073
558.5	0.067
559.0	0.062
559.5	0.056
560.0	0.052
560.5	0.047
561.0	0.043
561.5	0.040
562.0	0.036
562.5	0.033
563.0	0.030
563.5	0.028
564.0	0.025
564.5	0.023
565.0	0.021
565.5	0.019
566.0	0.017
566.5	0.016
567.0	0.014
567.5	0.013
568.0	0.012
568.5	0.011
569.0	0.010
569.5	0.009
570.0	0.008
570.5	0.008
571.0	0.007
571.5	0.007
572.0	0.006
572.5	0.006
573.0	0.005
573.5	0.005
574.0	0.005
574.5	0.004
575.0	0.004
575.5	0.004
576.0	0.004
576.5	0.004
577.0	0.003
577.5	0.003
578.0	0.003
578.5	0.003
579.0	0.003
579.5	0.003
580.0	0.003
580.5	0.003
581.0	0.003
581.5	0.003
582.0	0.003
582.5	0.003
583.0	0.002
583.5	0.002
584.0	0.002
584.5	0.002
585.0	0.002
585.5	0.002
586.0	0.002
586.5	0.002
587.0	0.002
587.5	0.002
588.0	0.001
588.5	0.001
589.0	0.001
589.5	0.001
590.0	0.001
590.5	0.001
591.0	0.001
591.5	0.001
592.0	0.001
592.5	0.001
593.0	0.001
593.5	0.001
594.0	0.001
594.5	0.001
595.0	0.001
595.5	0.001
596.0	0.001
596.5	0.001
597.0	0.001
597.5	0.001
598.0	0.001
598.5	0.001
599.0	0.001
599.5	0.001
600.0	0.001
600.5	0.001
601.0	0.001
601.5	0.001
602.0	0.001
602.5	0.001
603.0	0.001
603.5	0.001
604.0	0.001
604.5	0.001
605.0	0.001
605.5	0.001
606.0	0.001
606.5	0.001
607.0	0.001
607.5	0.001
608.0	0.001
608.5	0.001
609.0	0.001
609.5	0.001
610.0	0.001
610.5	0.001
611.0	0.001
611.5	0.001
612.0	0.001
612.5	0.001
613.0	0.001
613.5	0.001
614.0	0.001
614.5	0.001
615.0	0.001
615.5	0.001
616.0	0.001
616.5	0.001
617.0	0.001
617.5	0.001
618.0	0.001
618.5	0.001
619.0	0.001
619.5	0.001
620.0	0.001
620.5	0.001
621.0	0.001
621.5	0.001
622.0	0.001
622.5	0.001
623.0	0.001
623.5	0.001
624.0	0.001
624.5	0.001
625.0	0.001
625.5	0.001
626.0	0.001
626.5	0.001
627.0	0.001
